cd_cnpj,(DIVISÃO - 2digitos CNAE),nu_ordem,cd_ramo_atividade,CNAE Total.de_ramo_atividade
14799040000150,14,1,4723700,COMERCIO VAREJISTA DE BEBIDAS
1481111000120,14,0,8513900,ENSINO FUNDAMENTAL
14811365000100,14,0,5223100,ESTACIONAMENTO DE VEICULOS
14814432000140,14,0,4722901,COMERCIO VAREJISTA DE CARNES  ACOUGUES
1481718000100,14,0,4789099,COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE
14821976000130,14,0,4924800,TRANSPORTE ESCOLAR
14821976000130,14,1,7721700,ALUGUEL DE EQUIPAMENTOS RECREATIVOS E ESPORTIVOS
14823970000100,14,0,6511102,PLANOS DE AUXILIOFUNERAL
14829885000140,14,0,4712100,COMERCIO VAREJISTA DE BEBIDAS
14829885000140,14,1,5611202,BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS
14829885000140,14,2,5611203,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES"
14830545000130,14,0,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
14832530000100,14,0,4729699,COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS
14832530000100,14,1,4789001,"COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS"
14832530000100,14,2,5611202,BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS
14835608000140,14,0,4617600,"REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE PRODUTOS ALIMENTICIOS, BEBIDAS E FUMO"
14835608000140,14,1,4637199,COMERCIO ATACADISTA ESPECIALIZADO EM OUTROS PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE
14835608000140,14,2,4729699,COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS
14835608000140,14,3,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
14837113000150,14,0,9602501,ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA
14839341000160,14,0,4713002,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
14839341000160,14,1,4755502,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO
14839341000160,14,2,4761001,COMERCIO VAREJISTA DE LIVROS
14839341000160,14,3,4762800,"COMERCIO VAREJISTA DE DISCOS, CDS, DVDS E FITAS"
14839341000160,14,4,4789099,COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE
1483971000100,14,0,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
14841053000140,14,0,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
14842762000140,14,0,2539001,SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES
14844999000160,14,0,4713002,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
14844999000160,14,1,4755502,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO
14844999000160,14,2,4761003,COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA
14844999000160,14,3,4763601,COMERCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREATIVOS
14844999000160,14,4,4789001,"COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS"
14847448000150,14,0,5612100,SERVICOS AMBULANTES DE ALIMENTACAO
14848787000150,14,0,4924800,TRANSPORTE ESCOLAR
14848787000150,14,1,4929902,AGENCIAS DE VIAGENS
14848787000150,14,2,7990200,SERVICOS DE RESERVAS E OUTROS SERVICOS DE TURISMO NAO ESPECIFICADOS ANTERIORMENTE
14850418000100,14,0,4712100,COMERCIO VAREJISTA DE BEBIDAS
14851270000110,14,0,4520002,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
14851270000110,14,1,4530703,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
14851445000190,14,0,4520007,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
14851445000190,14,1,4530703,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
14854245000190,14,0,4615000,"REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE ELETRODOMESTICOS, MOVEIS E ARTIGOS DE USO DOMESTICO"
14855853000110,14,0,5612100,SERVICOS AMBULANTES DE ALIMENTACAO
14855853000110,14,1,5620104,FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR
14856234000140,14,0,4755502,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO
14856234000140,14,1,4789001,"COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS"
14856234000140,14,2,4789099,COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE
14859012000180,14,0,1093701,AGENCIAS MATRIMONIAIS
14867027000190,14,0,9602502,ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA
14867901000190,14,0,8112500,CONDOMINIOS PREDIAIS
14868081000150,14,0,9602502,ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA
14870016000160,14,0,4330404,SERVICOS DE PINTURA DE EDIFICIOS EM GERAL
14870016000160,14,1,4330405,APLICACAO DE REVESTIMENTOS E DE RESINAS EM INTERIORES E EXTERIORES
14870016000160,14,2,4399103,OBRAS DE ALVENARIA
14870965000140,14,0,5920100,ATIVIDADES DE GRAVACAO DE SOM E DE EDICAO DE MUSICA
14871920000190,14,0,4520002,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
14872825000100,14,0,4772500,"ALUGUEL DE MOVEIS, UTENSILIOS E APARELHOS DE USO DOMESTICO E PESSOAL, INSTRUMENTOS MUSICAIS"
14872825000100,14,1,4783101,COMERCIO VAREJISTA DE ARTIGOS DE JOALHERIA
14873695000120,14,0,4772500,"ALUGUEL DE MOVEIS, UTENSILIOS E APARELHOS DE USO DOMESTICO E PESSOAL, INSTRUMENTOS MUSICAIS"
14873695000120,14,1,4789001,"COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS"
1487620000160,14,0,8112500,CONDOMINIOS PREDIAIS
14876431000120,14,0,4751200,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
14876431000120,14,1,4752100,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO
14876431000120,14,2,4753900,COMERCIO VAREJISTA DE MOVEIS
14876431000120,14,3,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
14876431000120,14,4,4783101,COMERCIO VAREJISTA DE ARTIGOS DE JOALHERIA
148795000180,14,0,4930202,LOCACAO DE AUTOMOVEIS SEM CONDUTOR
148795000180,14,1,7711000,LOCACAO DE AUTOMOVEIS SEM CONDUTOR
148795000180,14,2,7731400,ALUGUEL DE MAQUINAS E EQUIPAMENTOS AGRICOLAS SEM OPERADOR
148795000180,14,3,7739099,"ALUGUEL DE OUTRAS MAQUINAS E EQUIPAMENTOS COMERCIAIS E INDUSTRIAIS NAO ESPECIFICADOS ANTERIORMENTE, SEM OPERADOR"
14880213000160,14,0,1629301,"FABRICACAO DE ARTEFATOS DIVERSOS DE MADEIRA, EXCETO MOVEIS"
14880213000160,14,1,1749400,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS"
14880213000160,14,2,2229399,"COMERCIO ATACADISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS, EXCETO PROFISSIONAIS E DE SEGURANCA"
14880213000160,14,3,2330399,"FABRICACAO DE OUTROS ARTEFATOS E PRODUTOS DE CONCRETO, CIMENTO, FIBROCIMENTO, GESSO E MATERIAIS SEMELHANTES"
14880213000160,14,4,3299099,FABRICACAO DE PRODUTOS DIVERSOS NAO ESPECIFICADOS ANTERIORMENTE
14880989000180,14,0,4755503,"COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO"
14888948000130,14,0,1622699,FABRICACAO DE OUTROS ARTIGOS DE CARPINTARIA PARA CONSTRUCAO
14888948000130,14,1,4321500,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
14888948000130,14,2,4399103,OBRAS DE ALVENARIA
14888948000130,14,3,4744099,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL
14888948000130,14,4,8130300,ATIVIDADES PAISAGISTICAS
1489019000610,14,0,2051700,FABRICACAO DE DEFENSIVOS AGRICOLAS
1489019000610,14,1,2052500,FABRICACAO DE DESINFESTANTES DOMISSANITARIOS
1489019000610,14,2,4618499,OUTROS REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO ESPECIALIZADO EM PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE
14891094000140,14,0,4723700,COMERCIO VAREJISTA DE BEBIDAS
14891094000140,14,1,5611203,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES"
1489248000120,14,0,4755502,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO
14893602000120,14,0,5611201,RESTAURANTES E SIMILARES
14893602000120,14,1,5620104,FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR
14894610000190,14,0,4723700,COMERCIO VAREJISTA DE BEBIDAS
14894610000190,14,1,5611203,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES"
1491514000150,14,0,4712100,COMERCIO VAREJISTA DE BEBIDAS
1491514000150,14,1,4755502,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO
14916664000100,14,0,4751200,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
14916664000100,14,1,4753900,COMERCIO VAREJISTA DE MOVEIS
14916664000100,14,2,4774100,COMERCIO VAREJISTA DE ARTIGOS DE OPTICA
14916664000100,14,3,4782202,ATIVIDADES DE VIGILANCIA E SEGURANCA PRIVADA
14916664000100,14,4,4783102,COMERCIO VAREJISTA DE ARTIGOS DE RELOJOARIA
14926480000120,14,0,4763601,COMERCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREATIVOS
1492752000180,14,0,8112500,CONDOMINIOS PREDIAIS
14929547000180,14,0,4530703,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
14929547000180,14,1,4752100,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO
14934760000180,14,0,8640204,"SERVICOS DE DIAGNOSTICO POR IMAGEM COM USO DE RADIACAO IONIZANTE, EXCETO TOMOGRAFIA"
14934760000180,14,1,8640205,"SERVICOS DE DIAGNOSTICO POR IMAGEM COM USO DE RADIACAO IONIZANTE, EXCETO TOMOGRAFIA"
14934760000180,14,2,8640206,ATIVIDADES DE SERVICOS DE COMPLEMENTACAO DIAGNOSTICA E TERAPEUTICA NAO ESPECIFICADAS ANTERIORMENTE
14943936000160,14,0,4520003,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
14944784000110,14,0,9601701,LAVANDERIAS
14945763000110,14,0,9602502,ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA
14952354000140,14,0,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
14959998000160,14,0,4530703,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
14959998000160,14,1,4729602,"COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL"
14959998000160,14,2,4731800,COMERCIO VAREJISTA DE COMBUSTIVEIS PARA VEICULOS AUTOMOTORES
14959998000160,14,3,4732600,COMERCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMACAO
14959998000160,14,4,4930201,"TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL"
1497037000130,14,0,9430800,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE
1497037000130,14,1,9493600,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE
1497037000130,14,2,9499500,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE
14971197000110,14,0,5812301,ATIVIDADES DE GRAVACAO DE SOM E DE EDICAO DE MUSICA
14975436000100,14,0,5611202,BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS
149772000270,14,0,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
14977388000190,14,0,4520003,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
1498181000190,14,0,4530705,COMERCIO A VAREJO DE PNEUMATICOS E CAMARASDEAR
14989905000140,14,0,8130300,ATIVIDADES PAISAGISTICAS
15010434000140,15,0,4729699,COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS
15012432000190,15,0,9313100,ATIVIDADES DE CONDICIONAMENTO FISICO
15013188000180,15,0,8230001,"SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS"
15022607000140,15,0,9602501,ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA
15025041000100,15,0,6201501,CONSULTORIA EM TECNOLOGIA DA INFORMACAO
15025041000100,15,1,6202300,DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR CUSTOMIZAVEIS
15028623000140,15,0,4789099,COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE
15028623000140,15,1,9329899,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE
15034662000150,15,0,4724500,COMERCIO VAREJISTA DE HORTIFRUTIGRANJEIROS
15041562000150,15,0,4520002,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
15044857000180,15,0,9602502,ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA
15047751000130,15,0,4930202,LOCACAO DE AUTOMOVEIS SEM CONDUTOR
15047751000130,15,1,4930203,ARMAZENS GERAIS  EMISSAO DE WARRANT
15048452000110,15,0,4755503,"COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO"
15048533000110,15,0,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
1504872000150,15,0,4729699,COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS
15048831000100,15,0,3311200,EDUCACAO PROFISSIONAL DE NIVEL TECNICO
15048831000100,15,1,3313999,COMERCIO VAREJISTA DE MATERIAIS HIDRAULICOS
15048831000100,15,2,4321500,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
15048831000100,15,3,8541400,ATIVIDADE MEDICA AMBULATORIAL COM RECURSOS PARA REALIZACAO DE EXAMES COMPLEMENTARES
15050464000180,15,0,2542000,"FABRICACAO DE ARTIGOS DE SERRALHERIA, EXCETO ESQUADRIAS"
15050464000180,15,1,3313999,COMERCIO VAREJISTA DE MATERIAIS HIDRAULICOS
15050464000180,15,2,4330402,COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE
15050464000180,15,3,4330404,SERVICOS DE PINTURA DE EDIFICIOS EM GERAL
15050464000180,15,4,8121400,ATIVIDADES DE LIMPEZA NAO ESPECIFICADAS ANTERIORMENTE
15051347000130,15,0,4520007,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
15051347000130,15,1,4530703,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
15052668000150,15,0,4772500,"ALUGUEL DE MOVEIS, UTENSILIOS E APARELHOS DE USO DOMESTICO E PESSOAL, INSTRUMENTOS MUSICAIS"
15052668000150,15,1,9602501,ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA
15057001000140,15,0,5611202,BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS
15057939000160,15,0,1093701,AGENCIAS MATRIMONIAIS
15060269000130,15,0,6462000,HOLDINGS DE INSTITUICOES NAOFINANCEIRAS
15066208000180,15,0,4712100,COMERCIO VAREJISTA DE BEBIDAS
15066208000180,15,1,4724500,COMERCIO VAREJISTA DE HORTIFRUTIGRANJEIROS
15066208000180,15,2,4729699,COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS
15067056000130,15,0,3314711,COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS
15067056000130,15,1,4661300,ALUGUEL DE ANDAIMES
15067056000130,15,2,4693100,"COMERCIO ATACADISTA DE MERCADORIAS EM GERAL, SEM PREDOMINANCIA DE ALIMENTOS OU DE INSUMOS AGROPECUARIOS"
15067056000130,15,3,4744001,COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS
15067056000130,15,4,4744099,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL
15070043000110,15,0,8211300,SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO
15071086000110,15,0,4120400,CONSTRUCAO DE EDIFICIOS
15071086000110,15,1,4399199,SERVICOS ESPECIALIZADOS PARA CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE
15084913000100,15,0,2539002,"FABRICACAO DE MAQUINAS, EQUIPAMENTOS E APARELHOS PARA TRANSPORTE E ELEVACAO DE CARGAS, PECAS E ACESSORIOS"
15084913000100,15,1,3314713,COMERCIO A VAREJO DE PECAS E ACESSORIOS PARA MOTOCICLETAS E MOTONETAS
15084913000100,15,2,4744001,COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS
15089455000100,15,0,2229301,FABRICACAO DE ARTEFATOS DE MATERIAL PLASTICO PARA USO PESSOAL E DOMESTICO
15089455000100,15,1,2229399,"COMERCIO ATACADISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS, EXCETO PROFISSIONAIS E DE SEGURANCA"
15089455000100,15,2,4649499,"COMERCIO ATACADISTA DE OUTRAS MAQUINAS E EQUIPAMENTOS NAO ESPECIFICADOS ANTERIORMENTE, PARTES E PECAS"
15089455000100,15,3,4759899,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
15090391000150,15,0,3314711,COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS
15090391000150,15,1,3314712,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
15090391000150,15,2,4520001,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
15090404000190,15,0,1412601,"CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA"
15090404000190,15,1,1412603,"COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO"
15091798000100,15,0,4923001,SERVICO DE TAXI
15091798000100,15,1,4924800,TRANSPORTE ESCOLAR
15091798000100,15,2,4929901,LOCACAO DE AUTOMOVEIS SEM CONDUTOR
15091798000100,15,3,4930201,"TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL"
15091798000100,15,4,4930202,LOCACAO DE AUTOMOVEIS SEM CONDUTOR
15094435000110,15,0,8591100,ENSINO DE ESPORTES
15094696000130,15,0,3312102,"MANUTENCAO E REPARACAO DE APARELHOS E INSTRUMENTOS DE MEDIDA, TESTE E CONTROLE"
15094696000130,15,1,4322301,COMERCIO VAREJISTA DE MATERIAIS HIDRAULICOS
15094696000130,15,2,4330404,SERVICOS DE PINTURA DE EDIFICIOS EM GERAL
15094696000130,15,3,4330499,OBRAS DE ALVENARIA
15094696000130,15,4,4399103,OBRAS DE ALVENARIA
15096008000170,15,0,5611201,RESTAURANTES E SIMILARES
15096008000170,15,1,5611203,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES"
15096400000110,15,0,1091102,FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA
15096400000110,15,1,4712100,COMERCIO VAREJISTA DE BEBIDAS
15099165000130,15,0,9602501,ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA
15099165000130,15,1,9602502,ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA
15099652000100,15,0,5811500,EDICAO DE JORNAIS DIARIOS
15100701000170,15,0,1413401,"CONFECCAO DE ROUPAS PROFISSIONAIS, EXCETO SOB MEDIDA"
15100701000170,15,1,2222600,FABRICACAO DE EMBALAGENS DE MATERIAL PLASTICO
15100701000170,15,2,4679604,COMERCIO ATACADISTA DE MATERIAIS DE CONSTRUCAO EM GERAL
15100701000170,15,3,4744001,COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS
15100701000170,15,4,4759899,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
15102294000130,15,0,4399103,OBRAS DE ALVENARIA
15102294000130,15,1,4741500,COMERCIO VAREJISTA DE TINTAS E MATERIAIS PARA PINTURA
15102294000130,15,2,4744003,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO
15102294000130,15,3,4744004,"COMERCIO VAREJISTA DE CAL, AREIA, PEDRA BRITADA, TIJOLOS E TELHAS"
15102294000130,15,4,4744099,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL
15102410000110,15,0,4761003,COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA
15102410000110,15,1,4763601,COMERCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREATIVOS
15102410000110,15,2,4772500,"ALUGUEL DE MOVEIS, UTENSILIOS E APARELHOS DE USO DOMESTICO E PESSOAL, INSTRUMENTOS MUSICAIS"
15102410000110,15,3,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
15102410000110,15,4,4789001,"COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS"
15102943000100,15,0,1412601,"CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA"
15102943000100,15,1,1412602,"CONFECCAO, SOB MEDIDA, DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS"
15103258000190,15,0,4110700,COMPRA E VENDA DE IMOVEIS PROPRIOS
15103258000190,15,1,4120400,CONSTRUCAO DE EDIFICIOS
15103258000190,15,2,6463800,ALUGUEL DE ANDAIMES
15103258000190,15,3,6810201,ALUGUEL DE IMOVEIS PROPRIOS
15103258000190,15,4,6810202,ALUGUEL DE IMOVEIS PROPRIOS
15103924000190,15,0,4321500,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
15103924000190,15,1,4330404,SERVICOS DE PINTURA DE EDIFICIOS EM GERAL
15103924000190,15,2,4399103,OBRAS DE ALVENARIA
15103924000190,15,3,5320201,HIGIENE E EMBELEZAMENTO DE ANIMAIS DOMESTICOS
15103924000190,15,4,5320202,SERVICOS DE ENTREGA RAPIDA
15104042000140,15,0,4321500,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
15104884000100,15,0,2330301,FABRICACAO DE ESTRUTURAS METALICAS
15104884000100,15,1,2330302,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL
15106345000100,15,0,4741500,COMERCIO VAREJISTA DE TINTAS E MATERIAIS PARA PINTURA
15106345000100,15,1,4789003,"FABRICACAO DE ARTIGOS PARA VIAGEM, BOLSAS E SEMELHANTES DE QUALQUER MATERIAL"
15106345000100,15,2,4789099,COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE
15106345000100,15,3,7420001,"ATIVIDADES DE PRODUCAO DE FOTOGRAFIAS, EXCETO AEREA E SUBMARINA"
15106345000100,15,4,8592999,ENSINO DE ARTE E CULTURA NAO ESPECIFICADO ANTERIORMENTE
15107840002330,15,0,4753900,COMERCIO VAREJISTA DE MOVEIS
15107840002330,15,1,4759899,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
1511009000120,15,0,4789004,COMERCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMACAO
15112044000180,15,0,4684299,COMERCIO ATACADISTA DE OUTROS PRODUTOS QUIMICOS E PETROQUIMICOS NAO ESPECIFICADOS ANTERIORMENTE
15114708000140,15,0,4723700,COMERCIO VAREJISTA DE BEBIDAS
15114708000140,15,1,5611203,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES"
15114708000140,15,2,9602501,ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA
15118472000110,15,0,8211300,SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO
15121152000110,15,0,8219999,PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE
15122837000180,15,0,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
15122837000180,15,1,9602501,ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA
15122837000180,15,2,9602502,ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA
15123518000190,15,0,4520002,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
15123518000190,15,1,7420004,FILMAGEM DE FESTAS E EVENTOS
15123518000190,15,2,8230001,"SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS"
15123518000190,15,3,9001906,ATIVIDADES DE SONORIZACAO E DE ILUMINACAO
15123803000100,15,0,4520002,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
15124728000100,15,0,6209100,"SUPORTE TECNICO, MANUTENCAO E OUTROS SERVICOS EM TECNOLOGIA DA INFORMACAO"
15124815000150,15,0,4712100,COMERCIO VAREJISTA DE BEBIDAS
15124815000150,15,1,4721102,PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA
15124815000150,15,2,5620104,FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR
15125229000120,15,0,4520003,COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
15125707000100,15,0,151201,CRIACAO DE BOVINOS PARA CORTE
